county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
El Dorado,2020-09-21T00:00:00,0.0,0.0,0.0,189.0,0.0,0.0,8.0
San Bernardino,2020-09-21T00:00:00,164.0,71.0,235.0,3849.0,46.0,12.0,172.0
Riverside,2020-09-21T00:00:00,146.0,52.0,198.0,3363.0,42.0,10.0,108.0
Colusa,2020-09-21T00:00:00,3.0,3.0,6.0,48.0,0.0,0.0,0.0
Modoc,2020-09-21T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Tehama,2020-09-21T00:00:00,3.0,0.0,3.0,59.0,0.0,0.0,2.0
Mendocino,2020-09-21T00:00:00,5.0,0.0,5.0,150.0,2.0,0.0,8.0
Los Angeles,2020-09-21T00:00:00,779.0,365.0,1144.0,19865.0,222.0,46.0,988.0
Siskiyou,2020-09-21T00:00:00,0.0,1.0,1.0,56.0,0.0,0.0,8.0
Lassen,2020-09-21T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Sonoma,2020-09-21T00:00:00,15.0,4.0,19.0,522.0,3.0,0.0,11.0
Contra Costa,2020-09-21T00:00:00,52.0,22.0,74.0,1492.0,18.0,3.0,54.0
Nevada,2020-09-21T00:00:00,3.0,1.0,4.0,133.0,0.0,0.0,4.0
Inyo,2020-09-21T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Lake,2020-09-21T00:00:00,0.0,1.0,1.0,66.0,0.0,0.0,5.0
Sutter,2020-09-21T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Luis Obispo,2020-09-21T00:00:00,5.0,0.0,5.0,451.0,2.0,0.0,27.0
Humboldt,2020-09-21T00:00:00,4.0,3.0,7.0,276.0,0.0,1.0,4.0
San Mateo,2020-09-22T00:00:00,36.0,8.0,44.0,703.0,11.0,1.0,37.0
San Benito,2020-09-22T00:00:00,2.0,0.0,2.0,25.0,1.0,0.0,1.0
Yuba,2020-09-22T00:00:00,14.0,2.0,16.0,265.0,4.0,0.0,10.0
Mono,2020-09-22T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Butte,2020-09-22T00:00:00,13.0,0.0,13.0,451.0,5.0,0.0,11.0
Humboldt,2020-09-22T00:00:00,4.0,3.0,7.0,276.0,1.0,1.0,2.0
Merced,2020-09-22T00:00:00,9.0,0.0,9.0,253.0,4.0,0.0,9.0
Solano,2020-09-22T00:00:00,22.0,20.0,42.0,567.0,3.0,2.0,-5.0
El Dorado,2020-09-22T00:00:00,0.0,0.0,0.0,189.0,0.0,0.0,12.0
Glenn,2020-09-22T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Sacramento,2020-09-22T00:00:00,138.0,33.0,171.0,2515.0,45.0,6.0,92.0
Kings,2020-09-22T00:00:00,22.0,0.0,22.0,193.0,2.0,0.0,13.0
Siskiyou,2020-09-22T00:00:00,0.0,1.0,1.0,56.0,0.0,0.0,10.0
San Joaquin,2020-09-22T00:00:00,56.0,18.0,74.0,1001.0,21.0,3.0,39.0
Santa Barbara,2020-09-22T00:00:00,21.0,6.0,27.0,666.0,6.0,0.0,61.0
Santa Cruz,2020-09-22T00:00:00,17.0,0.0,17.0,276.0,3.0,0.0,6.0
Trinity,2020-09-22T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Lassen,2020-09-22T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Tehama,2020-09-22T00:00:00,1.0,0.0,1.0,59.0,1.0,0.0,3.0
San Luis Obispo,2020-09-22T00:00:00,4.0,0.0,4.0,451.0,1.0,0.0,30.0
Tuolumne,2020-09-22T00:00:00,0.0,0.0,0.0,84.0,0.0,0.0,3.0
Placer,2020-09-22T00:00:00,27.0,24.0,51.0,750.0,11.0,2.0,32.0
Colusa,2020-09-22T00:00:00,3.0,2.0,5.0,48.0,0.0,0.0,0.0
Marin,2020-09-22T00:00:00,7.0,5.0,12.0,333.0,2.0,0.0,7.0
Shasta,2020-09-22T00:00:00,4.0,1.0,5.0,561.0,2.0,0.0,9.0
Tulare,2020-09-22T00:00:00,41.0,9.0,50.0,677.0,7.0,0.0,23.0
Ventura,2020-09-22T00:00:00,45.0,14.0,59.0,1259.0,18.0,4.0,63.0
Monterey,2020-09-22T00:00:00,34.0,2.0,36.0,702.0,11.0,2.0,37.0
Lake,2020-09-22T00:00:00,0.0,1.0,1.0,66.0,0.0,0.0,4.0
Fresno,2020-09-22T00:00:00,82.0,23.0,105.0,1556.0,28.0,1.0,21.0
Inyo,2020-09-22T00:00:00,0.0,1.0,1.0,29.0,0.0,0.0,3.0
Sutter,2020-09-22T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Diego,2020-09-22T00:00:00,210.0,50.0,260.0,6635.0,68.0,10.0,304.0
Stanislaus,2020-09-22T00:00:00,92.0,26.0,118.0,1301.0,29.0,2.0,22.0
Napa,2020-09-22T00:00:00,3.0,1.0,4.0,359.0,2.0,0.0,21.0
Mendocino,2020-09-22T00:00:00,6.0,0.0,6.0,150.0,2.0,0.0,4.0
Nevada,2020-09-22T00:00:00,3.0,2.0,5.0,124.0,0.0,0.0,7.0
Santa Clara,2020-09-22T00:00:00,114.0,8.0,122.0,3030.0,38.0,0.0,91.0
Riverside,2020-09-22T00:00:00,150.0,64.0,214.0,3372.0,42.0,11.0,101.0
Plumas,2020-09-22T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Mariposa,2020-09-22T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Los Angeles,2020-09-22T00:00:00,753.0,392.0,1145.0,20023.0,212.0,42.0,970.0
Imperial,2020-09-22T00:00:00,26.0,0.0,26.0,259.0,7.0,0.0,6.0
Madera,2020-09-22T00:00:00,15.0,15.0,30.0,274.0,5.0,1.0,5.0
Amador,2020-09-22T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,1.0
Yolo,2020-09-22T00:00:00,6.0,0.0,6.0,96.0,2.0,0.0,6.0
Alameda,2020-09-22T00:00:00,91.0,36.0,127.0,2370.0,35.0,5.0,117.0
Sonoma,2020-09-22T00:00:00,18.0,2.0,20.0,529.0,3.0,1.0,8.0
Orange,2020-09-22T00:00:00,175.0,64.0,239.0,5658.0,51.0,10.0,243.0
Modoc,2020-09-22T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
San Francisco,2020-09-22T00:00:00,72.0,8.0,80.0,1857.0,19.0,3.0,68.0
Calaveras,2020-09-22T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,3.0
Contra Costa,2020-09-22T00:00:00,49.0,25.0,74.0,1518.0,14.0,2.0,54.0
San Bernardino,2020-09-22T00:00:00,162.0,72.0,234.0,3861.0,46.0,12.0,186.0
Kern,2020-09-22T00:00:00,69.0,1.0,70.0,1321.0,21.0,0.0,59.0
Del Norte,2020-09-22T00:00:00,0.0,1.0,1.0,51.0,0.0,1.0,2.0
San Diego,2020-09-23T00:00:00,200.0,53.0,253.0,6635.0,67.0,13.0,291.0
Butte,2020-09-23T00:00:00,12.0,0.0,12.0,451.0,6.0,0.0,5.0
Mono,2020-09-23T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Tulare,2020-09-23T00:00:00,39.0,13.0,52.0,677.0,6.0,0.0,22.0
San Bernardino,2020-09-23T00:00:00,160.0,52.0,212.0,3848.0,49.0,7.0,180.0
Colusa,2020-09-23T00:00:00,1.0,0.0,1.0,48.0,0.0,0.0,0.0
Yuba,2020-09-23T00:00:00,12.0,0.0,12.0,265.0,3.0,0.0,12.0
Trinity,2020-09-23T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Sonoma,2020-09-23T00:00:00,18.0,8.0,26.0,511.0,4.0,0.0,5.0
Santa Clara,2020-09-23T00:00:00,109.0,11.0,120.0,3028.0,41.0,1.0,92.0
Contra Costa,2020-09-23T00:00:00,45.0,21.0,66.0,1523.0,13.0,2.0,40.0
Mariposa,2020-09-23T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Lake,2020-09-23T00:00:00,0.0,1.0,1.0,66.0,0.0,0.0,4.0
Santa Barbara,2020-09-23T00:00:00,20.0,4.0,24.0,666.0,5.0,0.0,45.0
Plumas,2020-09-23T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Sacramento,2020-09-23T00:00:00,147.0,27.0,174.0,2493.0,43.0,6.0,87.0
Mendocino,2020-09-23T00:00:00,8.0,0.0,8.0,150.0,2.0,0.0,5.0
Riverside,2020-09-23T00:00:00,141.0,56.0,197.0,3401.0,40.0,10.0,114.0
Merced,2020-09-23T00:00:00,8.0,0.0,8.0,253.0,4.0,0.0,10.0
Marin,2020-09-23T00:00:00,7.0,3.0,10.0,325.0,2.0,1.0,13.0
El Dorado,2020-09-23T00:00:00,0.0,0.0,0.0,189.0,0.0,0.0,5.0
Stanislaus,2020-09-23T00:00:00,91.0,24.0,115.0,1316.0,28.0,2.0,23.0
Lassen,2020-09-23T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Tuolumne,2020-09-23T00:00:00,0.0,0.0,0.0,84.0,0.0,0.0,0.0
Sutter,2020-09-23T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siskiyou,2020-09-23T00:00:00,1.0,0.0,1.0,56.0,0.0,0.0,8.0
Inyo,2020-09-23T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,3.0
Del Norte,2020-09-23T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Napa,2020-09-23T00:00:00,3.0,0.0,3.0,359.0,3.0,0.0,19.0
Solano,2020-09-23T00:00:00,24.0,24.0,48.0,565.0,3.0,2.0,8.0
Imperial,2020-09-23T00:00:00,27.0,0.0,27.0,259.0,7.0,0.0,4.0
Placer,2020-09-23T00:00:00,29.0,28.0,57.0,752.0,13.0,1.0,28.0
Glenn,2020-09-23T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Kern,2020-09-23T00:00:00,75.0,2.0,77.0,1341.0,21.0,0.0,55.0
Fresno,2020-09-23T00:00:00,84.0,24.0,108.0,1556.0,26.0,3.0,24.0
Madera,2020-09-23T00:00:00,13.0,17.0,30.0,274.0,5.0,0.0,3.0
Shasta,2020-09-23T00:00:00,5.0,1.0,6.0,561.0,3.0,0.0,6.0
Los Angeles,2020-09-23T00:00:00,760.0,378.0,1138.0,20078.0,216.0,62.0,989.0
Ventura,2020-09-23T00:00:00,44.0,20.0,64.0,1260.0,19.0,6.0,54.0
San Joaquin,2020-09-23T00:00:00,54.0,16.0,70.0,1000.0,19.0,2.0,41.0
Amador,2020-09-23T00:00:00,1.0,0.0,1.0,52.0,0.0,0.0,4.0
Yolo,2020-09-23T00:00:00,6.0,0.0,6.0,96.0,2.0,0.0,7.0
Santa Cruz,2020-09-23T00:00:00,17.0,0.0,17.0,276.0,2.0,0.0,7.0
San Luis Obispo,2020-09-23T00:00:00,3.0,0.0,3.0,451.0,1.0,0.0,28.0
Alameda,2020-09-23T00:00:00,92.0,43.0,135.0,2386.0,32.0,5.0,120.0
Humboldt,2020-09-23T00:00:00,5.0,4.0,9.0,267.0,1.0,1.0,0.0
Calaveras,2020-09-23T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,3.0
Tehama,2020-09-23T00:00:00,2.0,0.0,2.0,59.0,1.0,0.0,2.0
Modoc,2020-09-23T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Kings,2020-09-23T00:00:00,15.0,0.0,15.0,193.0,2.0,0.0,13.0
San Mateo,2020-09-23T00:00:00,37.0,10.0,47.0,711.0,13.0,1.0,35.0
San Francisco,2020-09-23T00:00:00,65.0,9.0,74.0,1891.0,18.0,5.0,64.0
Monterey,2020-09-23T00:00:00,27.0,0.0,27.0,702.0,11.0,0.0,31.0
Nevada,2020-09-23T00:00:00,2.0,0.0,2.0,137.0,0.0,0.0,7.0
San Benito,2020-09-23T00:00:00,1.0,0.0,1.0,25.0,1.0,0.0,3.0
Orange,2020-09-23T00:00:00,168.0,57.0,225.0,5625.0,42.0,10.0,217.0
San Diego,2020-09-24T00:00:00,196.0,45.0,241.0,6629.0,65.0,8.0,300.0
Marin,2020-09-24T00:00:00,5.0,3.0,8.0,324.0,4.0,1.0,12.0
San Bernardino,2020-09-24T00:00:00,152.0,42.0,194.0,3841.0,50.0,8.0,153.0
San Francisco,2020-09-24T00:00:00,60.0,9.0,69.0,1898.0,16.0,5.0,49.0
Santa Clara,2020-09-24T00:00:00,111.0,10.0,121.0,3021.0,35.0,0.0,96.0
Plumas,2020-09-24T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Mono,2020-09-24T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Madera,2020-09-24T00:00:00,11.0,12.0,23.0,221.0,4.0,1.0,7.0
Tuolumne,2020-09-24T00:00:00,0.0,0.0,0.0,84.0,0.0,0.0,1.0
Humboldt,2020-09-24T00:00:00,4.0,1.0,5.0,272.0,1.0,0.0,1.0
San Benito,2020-09-24T00:00:00,2.0,0.0,2.0,25.0,1.0,0.0,0.0
Yolo,2020-09-24T00:00:00,3.0,0.0,3.0,96.0,2.0,0.0,4.0
Shasta,2020-09-24T00:00:00,5.0,0.0,5.0,561.0,2.0,0.0,7.0
El Dorado,2020-09-24T00:00:00,1.0,0.0,1.0,189.0,1.0,0.0,6.0
Lake,2020-09-24T00:00:00,0.0,0.0,0.0,66.0,0.0,0.0,4.0
Tehama,2020-09-24T00:00:00,4.0,0.0,4.0,59.0,1.0,0.0,0.0
Butte,2020-09-24T00:00:00,11.0,0.0,11.0,451.0,6.0,0.0,5.0
Calaveras,2020-09-24T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,5.0
Riverside,2020-09-24T00:00:00,142.0,62.0,204.0,3429.0,39.0,8.0,110.0
Trinity,2020-09-24T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Los Angeles,2020-09-24T00:00:00,715.0,319.0,1034.0,20052.0,207.0,66.0,949.0
Sutter,2020-09-24T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inyo,2020-09-24T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Colusa,2020-09-24T00:00:00,1.0,0.0,1.0,48.0,0.0,0.0,0.0
Amador,2020-09-24T00:00:00,1.0,0.0,1.0,51.0,0.0,0.0,3.0
Placer,2020-09-24T00:00:00,30.0,30.0,60.0,755.0,12.0,2.0,29.0
Del Norte,2020-09-24T00:00:00,0.0,0.0,0.0,52.0,0.0,0.0,2.0
Contra Costa,2020-09-24T00:00:00,39.0,20.0,59.0,1505.0,14.0,3.0,40.0
Santa Cruz,2020-09-24T00:00:00,18.0,0.0,18.0,276.0,3.0,0.0,9.0
Siskiyou,2020-09-24T00:00:00,1.0,0.0,1.0,56.0,0.0,0.0,7.0
Mendocino,2020-09-24T00:00:00,8.0,0.0,8.0,150.0,2.0,0.0,4.0
Orange,2020-09-24T00:00:00,157.0,69.0,226.0,5606.0,50.0,12.0,239.0
Alameda,2020-09-24T00:00:00,87.0,36.0,123.0,2383.0,31.0,8.0,122.0
Kern,2020-09-24T00:00:00,72.0,2.0,74.0,1339.0,21.0,0.0,59.0
Ventura,2020-09-24T00:00:00,44.0,23.0,67.0,1266.0,16.0,6.0,56.0
Merced,2020-09-24T00:00:00,11.0,0.0,11.0,253.0,5.0,0.0,14.0
Kings,2020-09-24T00:00:00,18.0,0.0,18.0,193.0,2.0,0.0,12.0
Napa,2020-09-24T00:00:00,3.0,2.0,5.0,359.0,3.0,0.0,20.0
Imperial,2020-09-24T00:00:00,28.0,0.0,28.0,259.0,8.0,0.0,4.0
Stanislaus,2020-09-24T00:00:00,82.0,32.0,114.0,1324.0,26.0,5.0,21.0
Modoc,2020-09-24T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Santa Barbara,2020-09-24T00:00:00,23.0,4.0,27.0,666.0,5.0,0.0,50.0
Sacramento,2020-09-24T00:00:00,139.0,31.0,170.0,2498.0,34.0,7.0,79.0
Mariposa,2020-09-24T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
San Joaquin,2020-09-24T00:00:00,49.0,7.0,56.0,1003.0,20.0,2.0,44.0
Monterey,2020-09-24T00:00:00,28.0,0.0,28.0,702.0,10.0,0.0,31.0
Fresno,2020-09-24T00:00:00,80.0,23.0,103.0,1561.0,24.0,1.0,24.0
Lassen,2020-09-24T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Tulare,2020-09-24T00:00:00,41.0,8.0,49.0,677.0,7.0,0.0,16.0
San Mateo,2020-09-24T00:00:00,35.0,12.0,47.0,689.0,14.0,2.0,32.0
San Luis Obispo,2020-09-24T00:00:00,3.0,1.0,4.0,451.0,1.0,0.0,29.0
Sonoma,2020-09-24T00:00:00,16.0,5.0,21.0,541.0,6.0,0.0,5.0
Solano,2020-09-24T00:00:00,24.0,24.0,48.0,513.0,3.0,0.0,6.0
Glenn,2020-09-24T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Yuba,2020-09-24T00:00:00,12.0,0.0,12.0,265.0,2.0,0.0,12.0
Nevada,2020-09-24T00:00:00,2.0,1.0,3.0,131.0,0.0,1.0,2.0
Modoc,2020-09-25T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Tehama,2020-09-25T00:00:00,5.0,0.0,5.0,59.0,1.0,0.0,2.0
Kings,2020-09-25T00:00:00,13.0,0.0,13.0,193.0,1.0,0.0,14.0
San Diego,2020-09-25T00:00:00,196.0,39.0,235.0,6728.0,71.0,4.0,307.0
Ventura,2020-09-25T00:00:00,44.0,22.0,66.0,1268.0,16.0,6.0,53.0
San Joaquin,2020-09-25T00:00:00,44.0,8.0,52.0,1007.0,19.0,1.0,52.0
San Francisco,2020-09-25T00:00:00,61.0,11.0,72.0,1870.0,20.0,5.0,56.0
Lassen,2020-09-25T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Bernardino,2020-09-25T00:00:00,148.0,50.0,198.0,3858.0,47.0,6.0,150.0
Kern,2020-09-25T00:00:00,70.0,2.0,72.0,1334.0,20.0,0.0,57.0
Tuolumne,2020-09-25T00:00:00,0.0,0.0,0.0,84.0,0.0,0.0,4.0
Inyo,2020-09-25T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Orange,2020-09-25T00:00:00,156.0,51.0,207.0,5578.0,47.0,7.0,232.0
Merced,2020-09-25T00:00:00,10.0,0.0,10.0,253.0,4.0,0.0,15.0
Sonoma,2020-09-25T00:00:00,18.0,8.0,26.0,592.0,6.0,3.0,5.0
Glenn,2020-09-25T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Colusa,2020-09-25T00:00:00,1.0,0.0,1.0,48.0,0.0,0.0,0.0
Madera,2020-09-25T00:00:00,13.0,19.0,32.0,263.0,4.0,0.0,19.0
Yolo,2020-09-25T00:00:00,3.0,0.0,3.0,96.0,2.0,0.0,5.0
Sacramento,2020-09-25T00:00:00,134.0,28.0,162.0,2479.0,31.0,3.0,74.0
Del Norte,2020-09-25T00:00:00,0.0,0.0,0.0,52.0,0.0,0.0,1.0
Fresno,2020-09-25T00:00:00,78.0,23.0,101.0,1566.0,20.0,1.0,20.0
Plumas,2020-09-25T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Lake,2020-09-25T00:00:00,0.0,2.0,2.0,65.0,0.0,1.0,2.0
Calaveras,2020-09-25T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,5.0
San Luis Obispo,2020-09-25T00:00:00,3.0,0.0,3.0,451.0,1.0,0.0,31.0
Sutter,2020-09-25T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amador,2020-09-25T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Imperial,2020-09-25T00:00:00,25.0,0.0,25.0,259.0,9.0,0.0,9.0
Siskiyou,2020-09-25T00:00:00,1.0,0.0,1.0,56.0,0.0,0.0,8.0
Mariposa,2020-09-25T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Trinity,2020-09-25T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Benito,2020-09-25T00:00:00,2.0,0.0,2.0,25.0,1.0,0.0,0.0
El Dorado,2020-09-25T00:00:00,1.0,0.0,1.0,189.0,1.0,0.0,8.0
Tulare,2020-09-25T00:00:00,36.0,9.0,45.0,677.0,7.0,0.0,14.0
Marin,2020-09-25T00:00:00,5.0,2.0,7.0,319.0,4.0,0.0,12.0
Napa,2020-09-25T00:00:00,3.0,2.0,5.0,359.0,3.0,0.0,18.0
Contra Costa,2020-09-25T00:00:00,30.0,19.0,49.0,1502.0,13.0,3.0,54.0
Santa Clara,2020-09-25T00:00:00,108.0,12.0,120.0,2999.0,38.0,1.0,100.0
Mono,2020-09-25T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Stanislaus,2020-09-25T00:00:00,76.0,28.0,104.0,1313.0,24.0,3.0,20.0
Solano,2020-09-25T00:00:00,18.0,15.0,33.0,549.0,4.0,1.0,8.0
Humboldt,2020-09-25T00:00:00,5.0,0.0,5.0,272.0,1.0,0.0,2.0
Placer,2020-09-25T00:00:00,25.0,20.0,45.0,752.0,11.0,2.0,34.0
San Mateo,2020-09-25T00:00:00,32.0,13.0,45.0,700.0,11.0,2.0,30.0
Alameda,2020-09-25T00:00:00,86.0,27.0,113.0,2377.0,30.0,2.0,125.0
Los Angeles,2020-09-25T00:00:00,692.0,336.0,1028.0,20053.0,200.0,63.0,930.0
Santa Barbara,2020-09-25T00:00:00,24.0,4.0,28.0,666.0,6.0,0.0,49.0
Butte,2020-09-25T00:00:00,12.0,0.0,12.0,451.0,7.0,0.0,6.0
Yuba,2020-09-25T00:00:00,13.0,0.0,13.0,265.0,2.0,0.0,10.0
Monterey,2020-09-25T00:00:00,28.0,0.0,28.0,702.0,11.0,0.0,28.0
Shasta,2020-09-25T00:00:00,6.0,0.0,6.0,561.0,2.0,0.0,11.0
Nevada,2020-09-25T00:00:00,2.0,1.0,3.0,130.0,0.0,1.0,5.0
Santa Cruz,2020-09-25T00:00:00,20.0,0.0,20.0,376.0,5.0,0.0,13.0
Mendocino,2020-09-25T00:00:00,9.0,0.0,9.0,150.0,2.0,0.0,5.0
Riverside,2020-09-25T00:00:00,129.0,67.0,196.0,3395.0,36.0,9.0,106.0
Plumas,2020-09-26T00:00:00,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Solano,2020-09-26T00:00:00,18.0,19.0,37.0,545.0,3.0,3.0,8.0
Tulare,2020-09-26T00:00:00,32.0,10.0,42.0,664.0,6.0,0.0,13.0
Monterey,2020-09-26T00:00:00,29.0,0.0,29.0,702.0,10.0,0.0,28.0
Modoc,2020-09-26T00:00:00,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Tehama,2020-09-26T00:00:00,4.0,0.0,4.0,59.0,1.0,0.0,3.0
Amador,2020-09-26T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Mariposa,2020-09-26T00:00:00,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Sutter,2020-09-26T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merced,2020-09-26T00:00:00,9.0,0.0,9.0,253.0,4.0,0.0,13.0
Kings,2020-09-26T00:00:00,10.0,0.0,10.0,193.0,1.0,0.0,14.0
San Luis Obispo,2020-09-26T00:00:00,3.0,1.0,4.0,451.0,1.0,0.0,28.0
Los Angeles,2020-09-26T00:00:00,687.0,371.0,1058.0,19966.0,206.0,71.0,977.0
Shasta,2020-09-26T00:00:00,8.0,1.0,9.0,561.0,1.0,0.0,10.0
Santa Cruz,2020-09-26T00:00:00,19.0,0.0,19.0,376.0,5.0,0.0,12.0
Contra Costa,2020-09-26T00:00:00,30.0,11.0,41.0,1492.0,13.0,1.0,54.0
Lassen,2020-09-26T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Benito,2020-09-26T00:00:00,2.0,0.0,2.0,25.0,1.0,0.0,2.0
Glenn,2020-09-26T00:00:00,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Yuba,2020-09-26T00:00:00,13.0,0.0,13.0,265.0,2.0,0.0,15.0
Fresno,2020-09-26T00:00:00,73.0,24.0,97.0,1533.0,19.0,3.0,16.0
Napa,2020-09-26T00:00:00,3.0,0.0,3.0,356.0,3.0,0.0,18.0
Santa Barbara,2020-09-26T00:00:00,21.0,5.0,26.0,666.0,4.0,1.0,56.0
Riverside,2020-09-26T00:00:00,135.0,46.0,181.0,3353.0,37.0,13.0,104.0
Del Norte,2020-09-26T00:00:00,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Placer,2020-09-26T00:00:00,25.0,25.0,50.0,756.0,11.0,2.0,37.0
Orange,2020-09-26T00:00:00,164.0,36.0,200.0,5585.0,45.0,2.0,251.0
Alameda,2020-09-26T00:00:00,75.0,36.0,111.0,2363.0,24.0,6.0,118.0
Sacramento,2020-09-26T00:00:00,131.0,25.0,156.0,2485.0,32.0,7.0,85.0
Ventura,2020-09-26T00:00:00,46.0,18.0,64.0,1254.0,18.0,5.0,62.0
Lake,2020-09-26T00:00:00,0.0,1.0,1.0,65.0,0.0,0.0,5.0
Mendocino,2020-09-26T00:00:00,9.0,0.0,9.0,150.0,3.0,0.0,5.0
El Dorado,2020-09-26T00:00:00,1.0,0.0,1.0,189.0,1.0,0.0,4.0
Calaveras,2020-09-26T00:00:00,0.0,0.0,0.0,33.0,0.0,0.0,5.0
Imperial,2020-09-26T00:00:00,25.0,0.0,25.0,259.0,10.0,0.0,5.0
Humboldt,2020-09-26T00:00:00,3.0,0.0,3.0,277.0,2.0,0.0,2.0
Tuolumne,2020-09-26T00:00:00,1.0,0.0,1.0,84.0,0.0,0.0,0.0
San Bernardino,2020-09-26T00:00:00,152.0,44.0,196.0,3825.0,47.0,4.0,159.0
Santa Clara,2020-09-26T00:00:00,93.0,11.0,104.0,2902.0,35.0,1.0,106.0
Stanislaus,2020-09-26T00:00:00,69.0,19.0,88.0,1282.0,23.0,2.0,27.0
Sonoma,2020-09-26T00:00:00,18.0,7.0,25.0,579.0,8.0,1.0,5.0
Siskiyou,2020-09-26T00:00:00,1.0,0.0,1.0,56.0,0.0,0.0,6.0
San Francisco,2020-09-26T00:00:00,56.0,8.0,64.0,1859.0,18.0,3.0,63.0
San Diego,2020-09-26T00:00:00,197.0,42.0,239.0,6766.0,74.0,5.0,307.0
Butte,2020-09-26T00:00:00,13.0,0.0,13.0,451.0,7.0,0.0,4.0
San Mateo,2020-09-26T00:00:00,29.0,12.0,41.0,700.0,10.0,2.0,32.0
Yolo,2020-09-26T00:00:00,3.0,0.0,3.0,96.0,2.0,0.0,7.0
Mono,2020-09-26T00:00:00,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Nevada,2020-09-26T00:00:00,1.0,0.0,1.0,122.0,0.0,0.0,5.0
Marin,2020-09-26T00:00:00,5.0,8.0,13.0,328.0,3.0,1.0,6.0
Inyo,2020-09-26T00:00:00,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Kern,2020-09-26T00:00:00,66.0,4.0,70.0,1330.0,20.0,0.0,64.0
San Joaquin,2020-09-26T00:00:00,38.0,11.0,49.0,1013.0,19.0,1.0,52.0
Colusa,2020-09-26T00:00:00,1.0,0.0,1.0,48.0,0.0,0.0,0.0
Trinity,2020-09-26T00:00:00,0.0,0.0,0.0,25.0,0.0,0.0,0.0
